database_name,dataset,task,model,result_label,result_dir,status,status_details,preprocessing_pipeline,balanced_accuracy_CV,balanced_accuracy_MF,balanced_accuracy_test,accuracy_MF,accuracy_test,f1_macro_MF,f1_macro_test,search_mean_score,metric_name,seed,n_splits,best_config_json,best_model_params_json,best_fold_scores_json,trial_values_json,search_results_path,best_config_path,final_predictions_path,fold_predictions_path,mf_source,artifact_best_config_format,artifact_search_results_format,artifact_final_predictions_format
ARABIDOPSIS_CEFE,Group_2185,classification,TabPFN-opt,TabPFN-opt,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/ARABIDOPSIS_CEFE/Group_2185,ok,,SG_21_3_2,0.2513053627782848,0.24873448791496985,0.39584862774555984,0.19236641221374043,0.3816793893129771,0.17867274805210495,0.35830436611392863,0.2513053627782848,balanced_accuracy,42.0,3.0,"{""phase2"": ""None"", ""scatter"": ""None"", ""shape"": ""SG_21_3_2""}",,"[0.268389755354341, 0.2556522472960829, 0.22987408568443052]",,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/ARABIDOPSIS_CEFE/Group_2185/Group_2185__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/ARABIDOPSIS_CEFE/Group_2185/Group_2185__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/ARABIDOPSIS_CEFE/Group_2185/Group_2185__final_predictions.csv,,preds/test/<tag>/fold_*.parquet,standard,csv,standard
ARABIDOPSIS_CEFE,InOut_1264,classification,TabPFN-opt,TabPFN-opt,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/ARABIDOPSIS_CEFE/InOut_1264,ok,,SG_15_3_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_accuracy,42.0,3.0,"{""phase2"": ""None"", ""scatter"": ""None"", ""shape"": ""SG_15_3_2""}",,"[1.0, 1.0, 1.0]",,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/ARABIDOPSIS_CEFE/InOut_1264/InOut_1264__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/ARABIDOPSIS_CEFE/InOut_1264/InOut_1264__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/ARABIDOPSIS_CEFE/InOut_1264/InOut_1264__final_predictions.csv,,preds/test/<tag>/fold_*.parquet,standard,csv,standard
BEEF_Impurity,Beef_Impurity_60_AlJowder,classification,TabPFN-opt,TabPFN-opt,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/BEEF_Impurity/Beef_Impurity_60_AlJowder,ok,,SG_21_2_1 + PCA_features_0.25,0.6666666666666666,0.6111111111111112,0.7666666666666667,0.6111111111111112,0.7666666666666667,0.5880407793101291,0.7623376623376623,0.6666666666666666,balanced_accuracy,42.0,3.0,"{""phase2"": ""PCA_features_0.25"", ""scatter"": ""None"", ""shape"": ""SG_21_2_1""}",,"[0.5, 0.8, 0.7]",,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/BEEF_Impurity/Beef_Impurity_60_AlJowder/Beef_Impurity_60_AlJowder__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/BEEF_Impurity/Beef_Impurity_60_AlJowder/Beef_Impurity_60_AlJowder__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/BEEF_Impurity/Beef_Impurity_60_AlJowder/Beef_Impurity_60_AlJowder__final_predictions.csv,,preds/test/<tag>/fold_*.parquet,standard,csv,standard
Cassava,CT2C_1057_CIAT_Acc,classification,TabPFN-opt,TabPFN-opt,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/Cassava/CT2C_1057_CIAT_Acc,ok,,SG_21_2_1 + PCA_features_0.25,0.6311809671707617,0.4342592592592592,0.4805555555555555,0.44032921810699593,0.49382716049382713,0.4322548576631262,0.47824037706205813,0.6311809671707617,balanced_accuracy,42.0,3.0,"{""phase2"": ""PCA_features_0.25"", ""scatter"": ""None"", ""shape"": ""SG_21_2_1""}",,"[0.6488793464599916, 0.5966006474957151, 0.6480629075565785]",,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/Cassava/CT2C_1057_CIAT_Acc/CT2C_1057_CIAT_Acc__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/Cassava/CT2C_1057_CIAT_Acc/CT2C_1057_CIAT_Acc__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/Cassava/CT2C_1057_CIAT_Acc/CT2C_1057_CIAT_Acc__final_predictions.csv,,preds/test/<tag>/fold_*.parquet,standard,csv,standard
COFFEE_orig,CoffeeType_kenstone70_strat,classification,TabPFN-opt,TabPFN-opt,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/COFFEE_orig/CoffeeType_kenstone70_strat,ok,,SG_11_2_1 + SNV + PCA_features_0.25,0.8214285714285713,0.761904761904762,0.8571428571428571,0.7619047619047619,0.8571428571428571,0.7341269841269842,0.85578231292517,0.8214285714285713,balanced_accuracy,42.0,3.0,"{""phase2"": ""PCA_features_0.25"", ""scatter"": ""SNV"", ""shape"": ""SG_11_2_1""}",,"[0.8214285714285714, 0.7619047619047619, 0.8809523809523808]",,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/COFFEE_orig/CoffeeType_kenstone70_strat/CoffeeType_kenstone70_strat__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/COFFEE_orig/CoffeeType_kenstone70_strat/CoffeeType_kenstone70_strat__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/COFFEE_orig/CoffeeType_kenstone70_strat/CoffeeType_kenstone70_strat__final_predictions.csv,,preds/test/<tag>/fold_*.parquet,standard,csv,standard
COFFEE_sp,Species_56_Bagnall,classification,TabPFN-opt,TabPFN-opt,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/COFFEE_sp/Species_56_Bagnall,ok,,ASLSBaseline + OSC,1.0,0.9871794871794872,1.0,0.9880952380952381,1.0,0.9879569892473118,1.0,1.0,balanced_accuracy,42.0,3.0,"{""phase2"": ""OSC"", ""scatter"": ""None"", ""shape"": ""ASLSBaseline""}",,"[1.0, 1.0, 1.0]",,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/COFFEE_sp/Species_56_Bagnall/Species_56_Bagnall__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/COFFEE_sp/Species_56_Bagnall/Species_56_Bagnall__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/COFFEE_sp/Species_56_Bagnall/Species_56_Bagnall__final_predictions.csv,,preds/test/<tag>/fold_*.parquet,standard,csv,standard
FruitPuree,Strawberry2C_983_Holland_Acc94.3,classification,TabPFN-opt,TabPFN-opt,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/FruitPuree/Strawberry2C_983_Holland_Acc94.3,ok,,SG_15_2_1,0.9910605597818138,0.9812024680728942,0.9838786052518296,0.9800210304942166,0.9842271293375394,0.9785120424503247,0.9829740152320797,0.9910605597818138,balanced_accuracy,42.0,3.0,"{""phase2"": ""None"", ""scatter"": ""None"", ""shape"": ""SG_15_2_1""}",,"[0.9866099417823555, 0.9865717375630858, 1.0]",,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/FruitPuree/Strawberry2C_983_Holland_Acc94.3/Strawberry2C_983_Holland_Acc94.3__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/FruitPuree/Strawberry2C_983_Holland_Acc94.3/Strawberry2C_983_Holland_Acc94.3__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/FruitPuree/Strawberry2C_983_Holland_Acc94.3/Strawberry2C_983_Holland_Acc94.3__final_predictions.csv,,preds/test/<tag>/fold_*.parquet,standard,csv,standard
FUSARIUM,FinalScoreBin_grp70_30_classStrat,classification,TabPFN-opt,TabPFN-opt,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/FUSARIUM/FinalScoreBin_grp70_30_classStrat,ok,,SNV,0.8543977469102716,0.7044871794871795,0.701602564102564,0.7188552188552189,0.7171717171717171,0.7048881565941406,0.7024793388429752,0.8543977469102716,balanced_accuracy,42.0,3.0,"{""phase2"": ""None"", ""scatter"": ""SNV"", ""shape"": ""None""}",,"[0.8626050420168068, 0.8575305291723202, 0.8430576695416878]",,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/FUSARIUM/FinalScoreBin_grp70_30_classStrat/FinalScoreBin_grp70_30_classStrat__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/FUSARIUM/FinalScoreBin_grp70_30_classStrat/FinalScoreBin_grp70_30_classStrat__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/FUSARIUM/FinalScoreBin_grp70_30_classStrat/FinalScoreBin_grp70_30_classStrat__final_predictions.csv,,preds/test/<tag>/fold_*.parquet,standard,csv,standard
FUSARIUM,ScoreBin_grp70_30_classStrat,classification,TabPFN-opt,TabPFN-opt,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/FUSARIUM/ScoreBin_grp70_30_classStrat,ok,,SG_15_2_1,0.9128168981438796,0.6965234465234467,0.7320686070686071,0.823529411764706,0.8449197860962567,0.7109836875381971,0.7479198624087761,0.9128168981438796,balanced_accuracy,42.0,3.0,"{""phase2"": ""None"", ""scatter"": ""None"", ""shape"": ""SG_15_2_1""}",,"[0.8980654761904762, 0.9100702576112412, 0.9303149606299213]",,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/FUSARIUM/ScoreBin_grp70_30_classStrat/ScoreBin_grp70_30_classStrat__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/FUSARIUM/ScoreBin_grp70_30_classStrat/ScoreBin_grp70_30_classStrat__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/FUSARIUM/ScoreBin_grp70_30_classStrat/ScoreBin_grp70_30_classStrat__final_predictions.csv,,preds/test/<tag>/fold_*.parquet,standard,csv,standard
MALARIA,Oocist2C_333_Maia_Acc87.6,classification,TabPFN-opt,TabPFN-opt,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/MALARIA/Oocist2C_333_Maia_Acc87.6,ok,,SG_21_3_2,1.0,0.5377358490566038,0.5377358490566038,0.5377358490566038,0.5377358490566038,0.5343792021515016,0.5343792021515016,1.0,balanced_accuracy,42.0,3.0,"{""phase2"": ""None"", ""scatter"": ""None"", ""shape"": ""SG_21_3_2""}",,"[1.0, 1.0, 1.0]",,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/MALARIA/Oocist2C_333_Maia_Acc87.6/Oocist2C_333_Maia_Acc87.6__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/MALARIA/Oocist2C_333_Maia_Acc87.6/Oocist2C_333_Maia_Acc87.6__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/MALARIA/Oocist2C_333_Maia_Acc87.6/Oocist2C_333_Maia_Acc87.6__final_predictions.csv,,preds/test/<tag>/fold_*.parquet,standard,csv,standard
MALARIA,Sporozoite2C_229_Maia_Acc94.5,classification,TabPFN-opt,TabPFN-opt,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/MALARIA/Sporozoite2C_229_Maia_Acc94.5,ok,,ASLSBaseline,1.0,0.4186429512516469,0.4426877470355731,0.5018315018315018,0.4835164835164835,0.418990433122482,0.4295051353874883,1.0,balanced_accuracy,42.0,3.0,"{""phase2"": ""None"", ""scatter"": ""None"", ""shape"": ""ASLSBaseline""}",,"[1.0, 1.0, 1.0]",,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/MALARIA/Sporozoite2C_229_Maia_Acc94.5/Sporozoite2C_229_Maia_Acc94.5__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/MALARIA/Sporozoite2C_229_Maia_Acc94.5/Sporozoite2C_229_Maia_Acc94.5__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/MALARIA/Sporozoite2C_229_Maia_Acc94.5/Sporozoite2C_229_Maia_Acc94.5__final_predictions.csv,,preds/test/<tag>/fold_*.parquet,standard,csv,standard
MILK,labels_kenstone70_strat,classification,TabPFN-opt,TabPFN-opt,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/MILK/labels_kenstone70_strat,ok,,SNV + PCA_features_0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,balanced_accuracy,42.0,3.0,"{""phase2"": ""PCA_features_0.25"", ""scatter"": ""SNV"", ""shape"": ""None""}",,"[1.0, 1.0, 1.0]",,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/MILK/labels_kenstone70_strat/labels_kenstone70_strat__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/MILK/labels_kenstone70_strat/labels_kenstone70_strat__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/MILK/labels_kenstone70_strat/labels_kenstone70_strat__final_predictions.csv,,preds/test/<tag>/fold_*.parquet,standard,csv,standard
PISTACIA,Species_code_grpStrat70_30_bySpecimen,classification,TabPFN-opt,TabPFN-opt,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/PISTACIA/Species_code_grpStrat70_30_bySpecimen,ok,,ASLSBaseline + SNV,0.7893026902490806,0.5949459755930344,0.7073945662180956,0.6528528528528529,0.7765765765765765,0.5755201678168028,0.721331026158172,0.7893026902490806,balanced_accuracy,42.0,3.0,"{""phase2"": ""None"", ""scatter"": ""SNV"", ""shape"": ""ASLSBaseline""}",,"[0.7897700855962471, 0.795561799115322, 0.782576186035673]",,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/PISTACIA/Species_code_grpStrat70_30_bySpecimen/Species_code_grpStrat70_30_bySpecimen__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/PISTACIA/Species_code_grpStrat70_30_bySpecimen/Species_code_grpStrat70_30_bySpecimen__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/PISTACIA/Species_code_grpStrat70_30_bySpecimen/Species_code_grpStrat70_30_bySpecimen__final_predictions.csv,,preds/test/<tag>/fold_*.parquet,standard,csv,standard
Wood_Sustainability,C2_511_Davrieux_Acc82,classification,TabPFN-opt,TabPFN-opt,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/Wood_Sustainability/C2_511_Davrieux_Acc82,ok,,SG_15_3_2 + SNV,0.8901386748844375,0.857560861423221,0.8881671348314606,0.8649237472766885,0.8954248366013072,0.8599859616857729,0.891527827011698,0.8901386748844375,balanced_accuracy,42.0,3.0,"{""phase2"": ""None"", ""scatter"": ""SNV"", ""shape"": ""SG_15_3_2""}",,"[0.8636363636363636, 0.8992937853107345, 0.9074858757062148]",,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/Wood_Sustainability/C2_511_Davrieux_Acc82/C2_511_Davrieux_Acc82__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/Wood_Sustainability/C2_511_Davrieux_Acc82/C2_511_Davrieux_Acc82__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/Wood_Sustainability/C2_511_Davrieux_Acc82/C2_511_Davrieux_Acc82__final_predictions.csv,,preds/test/<tag>/fold_*.parquet,standard,csv,standard
Wood_Sustainability,C5_511_Davrieux_Acc82,classification,TabPFN-opt,TabPFN-opt,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/Wood_Sustainability/C5_511_Davrieux_Acc82,ok,,PCA_features_0.25,0.5293208583168015,0.4911556603773585,0.4949292452830189,0.7037037037037037,0.7058823529411765,0.4500228568344897,0.44891304347826083,0.5293208583168015,balanced_accuracy,42.0,3.0,"{""phase2"": ""PCA_features_0.25"", ""scatter"": ""None"", ""shape"": ""None""}",,"[0.5328817733990148, 0.4809523809523809, 0.5741284205990088]",,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/Wood_Sustainability/C5_511_Davrieux_Acc82/C5_511_Davrieux_Acc82__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/Wood_Sustainability/C5_511_Davrieux_Acc82/C5_511_Davrieux_Acc82__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_classif_final/Wood_Sustainability/C5_511_Davrieux_Acc82/C5_511_Davrieux_Acc82__final_predictions.csv,,preds/test/<tag>/fold_*.parquet,standard,csv,standard
ARABIDOPSIS_CEFE,Group_2185,classification,Catboost,Catboost,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/catboost_classif_final/ARABIDOPSIS_CEFE/Group_2185,ok,,SG_21_2_1,0.32987685926437066,0.2844378523437428,0.31913938994132324,0.28804071246819335,0.32061068702290074,0.2876536816211831,0.3265354168719661,0.3298768592643706,balanced_accuracy,42.0,3.0,"{""phase2"": ""None"", ""scatter"": ""None"", ""shape"": ""SG_21_2_1""}",,"[0.31748891974812576, 0.34443321330024385, 0.32770844474474237]",,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/catboost_classif_final/ARABIDOPSIS_CEFE/Group_2185/Group_2185__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/catboost_classif_final/ARABIDOPSIS_CEFE/Group_2185/Group_2185__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/catboost_classif_final/ARABIDOPSIS_CEFE/Group_2185/Group_2185__final_predictions.csv,,preds/test/<tag>/fold_*.parquet,standard,csv,standard
